,Importance Value,Regions,Network Connection,Network Connection2
0,0.0,R_V1 | R_MST,Visual1 | Visual2,
6114,0.0,R_FFC | R_pOFC,Visual2 | Orbito-Affec,
6115,0.0,R_FFC | R_PoI1,Visual2 | Cingulo-Oper,
6116,0.0,R_FFC | R_Ig,Visual2 | Somatomotor,
6117,0.0,R_FFC | R_FOP5,Visual2 | Cingulo-Oper,
6118,0.0,R_FFC | R_p10p,Visual2 | Frontopariet,
6119,0.0,R_FFC | R_p47r,Visual2 | Frontopariet,
6120,0.0,R_FFC | R_TGv,Visual2 | Default,
6121,0.0,R_FFC | R_MBelt,Visual2 | Auditory,
6122,0.0,R_FFC | R_LBelt,Visual2 | Auditory,
6123,0.0,R_FFC | R_A4,Visual2 | Auditory,
6124,0.0,R_FFC | R_STSva,Visual2 | Posterior-Mu,
6125,0.0,R_FFC | R_TE1m,Visual2 | Posterior-Mu,
6126,0.0,R_FFC | R_PI,Visual2 | Cingulo-Oper,
6127,0.0,R_FFC | R_a32pr,Visual2 | Cingulo-Oper,
6128,0.0,R_FFC | R_p24,Visual2 | Cingulo-Oper,
6129,0.0,R_FFC | L_V1,Visual2 | Visual1,
6130,0.0,R_FFC | L_MST,Visual2 | Visual2,
6131,0.0012631578947368328,R_FFC | L_V6,Visual2 | Visual2,
6132,0.0,R_FFC | L_V2,Visual2 | Visual2,
6133,0.0,R_FFC | L_V3,Visual2 | Visual2,
6134,0.0,R_FFC | L_V4,Visual2 | Visual2,
6135,0.0,R_FFC | L_V8,Visual2 | Visual2,
6136,0.0,R_FFC | L_4,Visual2 | Somatomotor,
6137,0.0,R_FFC | L_3b,Visual2 | Somatomotor,
6138,0.0,R_FFC | L_FEF,Visual2 | Cingulo-Oper,
6139,0.0,R_FFC | L_PEF,Visual2 | Cingulo-Oper,
6140,0.0,R_FFC | L_55b,Visual2 | Default,
6141,0.0,R_FFC | L_V3A,Visual2 | Visual2,
6142,0.0,R_FFC | L_RSC,Visual2 | Frontopariet,
6143,0.0,R_FFC | L_POS2,Visual2 | Frontopariet,
6144,0.0,R_FFC | L_V7,Visual2 | Visual2,
6145,0.0012631578947368328,R_FFC | L_IPS1,Visual2 | Visual2,
6146,0.00042105263157894425,R_FFC | L_FFC,Visual2 | Visual2,
6147,0.0,R_FFC | L_V3B,Visual2 | Visual2,
6148,0.0,R_FFC | L_LO1,Visual2 | Visual2,
6149,0.0,R_FFC | L_LO2,Visual2 | Visual2,
6150,0.0,R_FFC | L_PIT,Visual2 | Visual2,
6151,0.0,R_FFC | L_MT,Visual2 | Visual2,
6152,0.0,R_FFC | L_A1,Visual2 | Auditory,
6153,0.0,R_FFC | L_PSL,Visual2 | Cingulo-Oper,
6154,0.0,R_FFC | L_SFL,Visual2 | Default,
6155,0.0,R_FFC | L_PCV,Visual2 | Dorsal-atten,
6156,0.0,R_FFC | L_STV,Visual2 | Dorsal-atten,
6157,0.0,R_FFC | L_7Pm,Visual2 | Frontopariet,
6158,0.0,R_FFC | L_7m,Visual2 | Posterior-Mu,
6159,0.0,R_FFC | L_POS1,Visual2 | Posterior-Mu,
6160,0.0,R_FFC | L_23d,Visual2 | Posterior-Mu,
6161,0.0,R_FFC | L_v23ab,Visual2 | Posterior-Mu,
6162,0.0,R_FFC | L_d23ab,Visual2 | Posterior-Mu,
6163,0.0,R_FFC | L_31pv,Visual2 | Posterior-Mu,
6164,0.0,R_FFC | L_5m,Visual2 | Somatomotor,
6165,0.0,R_FFC | L_5mv,Visual2 | Cingulo-Oper,
6166,0.0,R_FFC | L_23c,Visual2 | Cingulo-Oper,
6167,0.0,R_FFC | L_5L,Visual2 | Somatomotor,
6168,0.0,R_FFC | L_24dd,Visual2 | Somatomotor,
6169,-0.001684210526315777,R_FFC | L_24dv,Visual2 | Somatomotor,
6170,0.0,R_FFC | L_7AL,Visual2 | Somatomotor,
6171,0.0,R_FFC | L_SCEF,Visual2 | Cingulo-Oper,
6172,-0.00042105263157894425,R_FFC | L_6ma,Visual2 | Cingulo-Oper,
6173,0.0,R_FFC | L_7Am,Visual2 | Cingulo-Oper,
6174,0.0,R_FFC | L_7PL,Visual2 | Language,
6175,0.0,R_FFC | L_7PC,Visual2 | Somatomotor,
6176,0.0,R_FFC | L_LIPv,Visual2 | Visual2,
6177,0.0,R_FFC | L_VIP,Visual2 | Visual2,
6178,0.0037894736842105205,R_FFC | L_MIP,Visual2 | Language,
6179,0.0,R_FFC | L_1,Visual2 | Somatomotor,
6180,0.0,R_FFC | L_2,Visual2 | Somatomotor,
6181,0.0,R_FFC | L_3a,Visual2 | Somatomotor,
6182,0.0,R_FFC | L_6d,Visual2 | Somatomotor,
6183,0.0,R_FFC | L_6mp,Visual2 | Somatomotor,
6184,0.0,R_FFC | L_6v,Visual2 | Somatomotor,
6185,0.0,R_FFC | L_p24pr,Visual2 | Cingulo-Oper,
6186,0.0,R_FFC | L_33pr,Visual2 | Frontopariet,
6187,0.0,R_FFC | L_a24pr,Visual2 | Cingulo-Oper,
6188,0.0,R_FFC | L_p32pr,Visual2 | Cingulo-Oper,
6189,0.0,R_FFC | L_a24,Visual2 | Posterior-Mu,
6190,0.0,R_FFC | L_d32,Visual2 | Frontopariet,
6191,0.0,R_FFC | L_8BM,Visual2 | Frontopariet,
6192,0.0,R_FFC | L_p32,Visual2 | Posterior-Mu,
6193,0.0,R_FFC | L_10r,Visual2 | Posterior-Mu,
6194,0.0,R_FFC | L_47m,Visual2 | Posterior-Mu,
6195,0.0,R_FFC | L_8Av,Visual2 | Posterior-Mu,
6196,0.0,R_FFC | L_8Ad,Visual2 | Posterior-Mu,
6197,0.0,R_FFC | L_9m,Visual2 | Posterior-Mu,
6198,0.0,R_FFC | L_8BL,Visual2 | Posterior-Mu,
6199,0.0,R_FFC | L_9p,Visual2 | Posterior-Mu,
6200,0.0,R_FFC | L_10d,Visual2 | Posterior-Mu,
6201,0.0,R_FFC | L_8C,Visual2 | Frontopariet,
6202,0.0,R_FFC | L_44,Visual2 | Frontopariet,
6203,0.0,R_FFC | L_45,Visual2 | Default,
6204,0.0,R_FFC | L_47l,Visual2 | Posterior-Mu,
6205,0.0,R_FFC | L_a47r,Visual2 | Frontopariet,
6206,0.0,R_FFC | L_6r,Visual2 | Cingulo-Oper,
6207,0.0,R_FFC | L_IFJa,Visual2 | Default,
6208,0.0,R_FFC | L_IFJp,Visual2 | Frontopariet,
6209,0.0,R_FFC | L_IFSp,Visual2 | Frontopariet,
6210,0.0,R_FFC | L_IFSa,Visual2 | Cingulo-Oper,
6211,0.0,R_FFC | L_p9-46v,Visual2 | Frontopariet,
6212,0.0,R_FFC | L_46,Visual2 | Cingulo-Oper,
6213,0.0,R_FFC | L_a9-46v,Visual2 | Frontopariet,
6214,0.0,R_FFC | L_9-46d,Visual2 | Cingulo-Oper,
6215,0.0,R_FFC | L_9a,Visual2 | Posterior-Mu,
6216,0.0,R_FFC | L_10v,Visual2 | Posterior-Mu,
6217,0.0,R_FFC | L_a10p,Visual2 | Frontopariet,
6218,0.0,R_FFC | L_10pp,Visual2 | Posterior-Mu,
6219,0.0,R_FFC | L_11l,Visual2 | Frontopariet,
6220,0.0,R_FFC | L_13l,Visual2 | Frontopariet,
6221,0.0,R_FFC | L_OFC,Visual2 | Frontopariet,
6222,0.0,R_FFC | L_47s,Visual2 | Posterior-Mu,
6223,0.0,R_FFC | L_LIPd,Visual2 | Language,
6224,0.0,R_FFC | L_6a,Visual2 | Language,
6225,0.0,R_FFC | L_i6-8,Visual2 | Frontopariet,
6226,0.0,R_FFC | L_s6-8,Visual2 | Frontopariet,
6227,0.0,R_FFC | L_43,Visual2 | Cingulo-Oper,
6228,0.0,R_FFC | L_OP4,Visual2 | Somatomotor,
6229,0.0,R_FFC | L_OP1,Visual2 | Somatomotor,
6230,0.0,R_FFC | L_OP2-3,Visual2 | Somatomotor,
6231,-0.00042105263157894425,R_FFC | L_52,Visual2 | Auditory,
6232,0.0,R_FFC | L_RI,Visual2 | Somatomotor,
6233,0.0,R_FFC | L_PFcm,Visual2 | Cingulo-Oper,
6234,0.0,R_FFC | L_PoI2,Visual2 | Cingulo-Oper,
6235,0.0,R_FFC | L_TA2,Visual2 | Auditory,
6236,0.0,R_FFC | L_FOP4,Visual2 | Cingulo-Oper,
6237,0.0,R_FFC | L_MI,Visual2 | Cingulo-Oper,
6238,0.0,R_FFC | L_Pir,Visual2 | Orbito-Affec,
6239,0.0,R_FFC | L_AVI,Visual2 | Frontopariet,
6240,0.0,R_FFC | L_AAIC,Visual2 | Orbito-Affec,
6241,0.0,R_FFC | L_FOP1,Visual2 | Cingulo-Oper,
6242,0.0,R_FFC | L_FOP3,Visual2 | Cingulo-Oper,
6243,0.0,R_FFC | L_FOP2,Visual2 | Somatomotor,
6244,0.0,R_FFC | L_PFt,Visual2 | Language,
6245,0.0,R_FFC | L_AIP,Visual2 | Language,
6246,0.0,R_FFC | L_EC,Visual2 | Posterior-Mu,
6247,0.0,R_FFC | L_PreS,Visual2 | Posterior-Mu,
6248,0.0,R_FFC | L_H,Visual2 | Posterior-Mu,
6249,0.0,R_FFC | L_ProS,Visual2 | Visual1,
6250,0.0,R_FFC | L_PeEc,Visual2 | Ventral-Mult,
6251,0.0,R_FFC | L_STGa,Visual2 | Default,
6252,0.0,R_FFC | L_PBelt,Visual2 | Auditory,
6253,0.0,R_FFC | L_A5,Visual2 | Default,
6254,0.0,R_FFC | L_PHA1,Visual2 | Posterior-Mu,
6255,0.0,R_FFC | L_PHA3,Visual2 | Language,
6256,0.0,R_FFC | L_STSda,Visual2 | Posterior-Mu,
6257,0.0,R_FFC | L_STSdp,Visual2 | Default,
6258,0.0,R_FFC | L_STSvp,Visual2 | Posterior-Mu,
6259,0.0,R_FFC | L_TGd,Visual2 | Posterior-Mu,
6260,0.0,R_FFC | L_TE1a,Visual2 | Posterior-Mu,
6261,0.0,R_FFC | L_TE1p,Visual2 | Frontopariet,
6262,0.0,R_FFC | L_TE2a,Visual2 | Posterior-Mu,
6263,0.0,R_FFC | L_TF,Visual2 | Ventral-Mult,
6264,0.0,R_FFC | L_TE2p,Visual2 | Language,
6265,0.0,R_FFC | L_PHT,Visual2 | Language,
6266,0.0,R_FFC | L_PH,Visual2 | Visual2,
6267,0.0,R_FFC | L_TPOJ1,Visual2 | Default,
6268,0.0,R_FFC | L_TPOJ2,Visual2 | Dorsal-atten,
6269,0.0,R_FFC | L_TPOJ3,Visual2 | Dorsal-atten,
6270,0.0,R_FFC | L_DVT,Visual2 | Visual1,
6271,0.0,R_FFC | L_PGp,Visual2 | Language,
6272,0.0,R_FFC | L_IP2,Visual2 | Frontopariet,
6273,0.0,R_FFC | L_IP1,Visual2 | Frontopariet,
6274,0.0,R_FFC | L_IP0,Visual2 | Language,
6275,0.0,R_FFC | L_PFop,Visual2 | Cingulo-Oper,
6276,0.0,R_FFC | L_PF,Visual2 | Cingulo-Oper,
6277,0.0,R_FFC | L_PFm,Visual2 | Frontopariet,
6278,0.0,R_FFC | L_PGi,Visual2 | Posterior-Mu,
6279,0.0,R_FFC | L_PGs,Visual2 | Posterior-Mu,
6280,0.0,R_FFC | L_V6A,Visual2 | Visual2,
6281,0.0,R_FFC | L_VMV1,Visual2 | Visual2,
6282,0.0,R_FFC | L_VMV3,Visual2 | Visual2,
6283,0.0,R_FFC | L_PHA2,Visual2 | Posterior-Mu,
6284,0.0,R_FFC | L_V4t,Visual2 | Visual2,
6285,0.0,R_FFC | L_FST,Visual2 | Visual2,
6286,0.0,R_FFC | L_V3CD,Visual2 | Visual2,
6287,0.0,R_FFC | L_LO3,Visual2 | Visual2,
6288,0.0,R_FFC | L_VMV2,Visual2 | Visual2,
6289,0.0,R_FFC | L_31pd,Visual2 | Posterior-Mu,
6290,0.0,R_FFC | L_31a,Visual2 | Frontopariet,
6291,0.0,R_FFC | L_VVC,Visual2 | Visual2,
6292,0.0,R_FFC | L_25,Visual2 | Posterior-Mu,
6293,0.0,R_FFC | L_s32,Visual2 | Posterior-Mu,
6294,0.0,R_FFC | L_pOFC,Visual2 | Orbito-Affec,
6295,0.0,R_FFC | L_PoI1,Visual2 | Cingulo-Oper,
6296,0.0,R_FFC | L_Ig,Visual2 | Somatomotor,
6297,0.0,R_FFC | L_FOP5,Visual2 | Cingulo-Oper,
6298,0.0,R_FFC | L_p10p,Visual2 | Frontopariet,
6299,0.0,R_FFC | L_p47r,Visual2 | Frontopariet,
6300,0.0,R_FFC | L_TGv,Visual2 | Default,
6301,0.0,R_FFC | L_MBelt,Visual2 | Auditory,
6302,0.0,R_FFC | L_LBelt,Visual2 | Auditory,
6303,0.0,R_FFC | L_A4,Visual2 | Auditory,
6304,0.0,R_FFC | L_STSva,Visual2 | Posterior-Mu,
6305,0.0,R_FFC | L_TE1m,Visual2 | Frontopariet,
6306,0.0,R_FFC | L_PI,Visual2 | Cingulo-Oper,
6307,0.0,R_FFC | L_a32pr,Visual2 | Cingulo-Oper,
6308,0.0,R_FFC | L_p24,Visual2 | Cingulo-Oper,
6309,0.0,R_V3B | R_LO1,Visual2 | Visual2,
6310,0.0,R_V3B | R_LO2,Visual2 | Visual2,
6311,0.0,R_V3B | R_PIT,Visual2 | Visual2,
6312,0.0,R_V3B | R_MT,Visual2 | Visual2,
6313,0.0,R_V3B | R_A1,Visual2 | Auditory,
6314,0.0,R_V3B | R_PSL,Visual2 | Default,
6315,0.0,R_V3B | R_SFL,Visual2 | Default,
6316,0.0,R_V3B | R_PCV,Visual2 | Dorsal-atten,
6317,0.0,R_V3B | R_STV,Visual2 | Default,
6318,0.0,R_V3B | R_7Pm,Visual2 | Frontopariet,
6319,0.0,R_V3B | R_7m,Visual2 | Posterior-Mu,
6320,0.0,R_V3B | R_POS1,Visual2 | Posterior-Mu,
6321,0.0,R_V3B | R_23d,Visual2 | Posterior-Mu,
6322,0.0,R_V3B | R_v23ab,Visual2 | Posterior-Mu,
6323,0.0,R_V3B | R_d23ab,Visual2 | Posterior-Mu,
6324,0.0,R_V3B | R_31pv,Visual2 | Posterior-Mu,
6325,0.0,R_V3B | R_5m,Visual2 | Somatomotor,
6326,0.0008421052631578885,R_V3B | R_5mv,Visual2 | Cingulo-Oper,
6327,0.0,R_V3B | R_23c,Visual2 | Cingulo-Oper,
6328,0.0,R_V3B | R_5L,Visual2 | Somatomotor,
6329,0.0,R_V3B | R_24dd,Visual2 | Somatomotor,
6330,0.0,R_V3B | R_24dv,Visual2 | Somatomotor,
6331,0.0,R_V3B | R_7AL,Visual2 | Somatomotor,
6332,0.0,R_V3B | R_SCEF,Visual2 | Cingulo-Oper,
6333,0.0,R_V3B | R_6ma,Visual2 | Cingulo-Oper,
6334,0.0,R_V3B | R_7Am,Visual2 | Cingulo-Oper,
6335,0.0,R_V3B | R_7PL,Visual2 | Language,
6336,0.0,R_V3B | R_7PC,Visual2 | Somatomotor,
6337,0.0,R_V3B | R_LIPv,Visual2 | Visual2,
6338,0.0,R_V3B | R_VIP,Visual2 | Visual2,
6339,0.0,R_V3B | R_MIP,Visual2 | Language,
6340,0.0,R_V3B | R_1,Visual2 | Somatomotor,
6341,0.0,R_V3B | R_2,Visual2 | Somatomotor,
6342,0.0,R_V3B | R_3a,Visual2 | Somatomotor,
6343,0.0,R_V3B | R_6d,Visual2 | Somatomotor,
6344,0.0,R_V3B | R_6mp,Visual2 | Somatomotor,
6345,0.0,R_V3B | R_6v,Visual2 | Somatomotor,
6346,0.0,R_V3B | R_p24pr,Visual2 | Cingulo-Oper,
6347,0.0,R_V3B | R_33pr,Visual2 | Cingulo-Oper,
6348,0.0,R_V3B | R_a24pr,Visual2 | Cingulo-Oper,
6349,0.0,R_V3B | R_p32pr,Visual2 | Cingulo-Oper,
6350,0.0,R_V3B | R_a24,Visual2 | Posterior-Mu,
6351,0.0,R_V3B | R_d32,Visual2 | Posterior-Mu,
6352,0.0,R_V3B | R_8BM,Visual2 | Frontopariet,
6353,0.0,R_V3B | R_p32,Visual2 | Posterior-Mu,
6354,0.0,R_V3B | R_10r,Visual2 | Posterior-Mu,
6355,0.0,R_V3B | R_47m,Visual2 | Posterior-Mu,
6356,0.0,R_V3B | R_8Av,Visual2 | Posterior-Mu,
6357,0.0,R_V3B | R_8Ad,Visual2 | Posterior-Mu,
6358,0.0,R_V3B | R_9m,Visual2 | Posterior-Mu,
6359,0.0,R_V3B | R_8BL,Visual2 | Posterior-Mu,
6360,0.0,R_V3B | R_9p,Visual2 | Posterior-Mu,
6361,0.0,R_V3B | R_10d,Visual2 | Posterior-Mu,
6362,0.0,R_V3B | R_8C,Visual2 | Frontopariet,
6363,0.0,R_V3B | R_44,Visual2 | Default,
6364,0.0,R_V3B | R_45,Visual2 | Default,
6365,0.0,R_V3B | R_47l,Visual2 | Posterior-Mu,
6366,0.0,R_V3B | R_a47r,Visual2 | Frontopariet,
6367,0.0,R_V3B | R_6r,Visual2 | Cingulo-Oper,
6368,0.0,R_V3B | R_IFJa,Visual2 | Default,
6369,0.0,R_V3B | R_IFJp,Visual2 | Frontopariet,
6370,0.0,R_V3B | R_IFSp,Visual2 | Default,
6371,0.0,R_V3B | R_IFSa,Visual2 | Frontopariet,
6372,0.0,R_V3B | R_p9-46v,Visual2 | Frontopariet,
6373,0.0,R_V3B | R_46,Visual2 | Cingulo-Oper,
6374,0.0,R_V3B | R_a9-46v,Visual2 | Frontopariet,
6375,0.0,R_V3B | R_9-46d,Visual2 | Cingulo-Oper,
6376,0.0,R_V3B | R_9a,Visual2 | Posterior-Mu,
6377,0.0,R_V3B | R_10v,Visual2 | Posterior-Mu,
6378,0.0,R_V3B | R_a10p,Visual2 | Frontopariet,
6379,0.0,R_V3B | R_10pp,Visual2 | Posterior-Mu,
6380,-0.001684210526315777,R_V3B | R_11l,Visual2 | Frontopariet,
6381,0.0,R_V3B | R_13l,Visual2 | Frontopariet,
6382,0.0,R_V3B | R_OFC,Visual2 | Posterior-Mu,
6383,0.0,R_V3B | R_47s,Visual2 | Posterior-Mu,
6384,0.0,R_V3B | R_LIPd,Visual2 | Language,
6385,0.0,R_V3B | R_6a,Visual2 | Language,
6386,0.0,R_V3B | R_i6-8,Visual2 | Frontopariet,
6387,0.0,R_V3B | R_s6-8,Visual2 | Frontopariet,
6388,0.0,R_V3B | R_43,Visual2 | Cingulo-Oper,
6389,0.0,R_V3B | R_OP4,Visual2 | Somatomotor,
6390,0.0,R_V3B | R_OP1,Visual2 | Somatomotor,
6391,0.0,R_V3B | R_OP2-3,Visual2 | Somatomotor,
6392,0.0,R_V3B | R_52,Visual2 | Auditory,
6393,0.0,R_V3B | R_RI,Visual2 | Auditory,
6394,0.0,R_V3B | R_PFcm,Visual2 | Cingulo-Oper,
6395,0.0,R_V3B | R_PoI2,Visual2 | Cingulo-Oper,
6396,0.0,R_V3B | R_TA2,Visual2 | Auditory,
6397,0.0,R_V3B | R_FOP4,Visual2 | Cingulo-Oper,
6398,0.0,R_V3B | R_MI,Visual2 | Cingulo-Oper,
6399,0.0,R_V3B | R_Pir,Visual2 | Orbito-Affec,
6400,0.0,R_V3B | R_AVI,Visual2 | Frontopariet,
6401,0.0,R_V3B | R_AAIC,Visual2 | Orbito-Affec,
6402,0.0,R_V3B | R_FOP1,Visual2 | Cingulo-Oper,
6403,0.0,R_V3B | R_FOP3,Visual2 | Cingulo-Oper,
6404,0.0,R_V3B | R_FOP2,Visual2 | Somatomotor,
6405,0.0,R_V3B | R_PFt,Visual2 | Language,
6406,0.0008421052631579107,R_V3B | R_AIP,Visual2 | Language,
6407,0.0,R_V3B | R_EC,Visual2 | Posterior-Mu,
6408,0.0,R_V3B | R_PreS,Visual2 | Posterior-Mu,
6409,0.0,R_V3B | R_H,Visual2 | Posterior-Mu,
6410,0.0,R_V3B | R_ProS,Visual2 | Visual1,
6411,0.0,R_V3B | R_PeEc,Visual2 | Ventral-Mult,
6412,0.0,R_V3B | R_STGa,Visual2 | Default,
6413,0.0,R_V3B | R_PBelt,Visual2 | Auditory,
6414,0.0,R_V3B | R_A5,Visual2 | Default,
6415,0.0,R_V3B | R_PHA1,Visual2 | Posterior-Mu,
6416,0.0,R_V3B | R_PHA3,Visual2 | Language,
6417,0.0,R_V3B | R_STSda,Visual2 | Default,
6418,0.0,R_V3B | R_STSdp,Visual2 | Default,
6419,0.0,R_V3B | R_STSvp,Visual2 | Posterior-Mu,
6420,0.0,R_V3B | R_TGd,Visual2 | Posterior-Mu,
6421,0.0,R_V3B | R_TE1a,Visual2 | Posterior-Mu,
6422,0.0,R_V3B | R_TE1p,Visual2 | Frontopariet,
6423,0.0,R_V3B | R_TE2a,Visual2 | Posterior-Mu,
6424,0.0,R_V3B | R_TF,Visual2 | Ventral-Mult,
6425,0.0,R_V3B | R_TE2p,Visual2 | Language,
6426,0.0,R_V3B | R_PHT,Visual2 | Language,
6427,0.0,R_V3B | R_PH,Visual2 | Visual2,
6428,0.0,R_V3B | R_TPOJ1,Visual2 | Default,
6429,0.0,R_V3B | R_TPOJ2,Visual2 | Dorsal-atten,
6430,0.0,R_V3B | R_TPOJ3,Visual2 | Dorsal-atten,
6431,0.0,R_V3B | R_DVT,Visual2 | Visual1,
6432,-0.0012631578947368328,R_V3B | R_PGp,Visual2 | Language,
6433,0.0,R_V3B | R_IP2,Visual2 | Frontopariet,
6434,0.0,R_V3B | R_IP1,Visual2 | Frontopariet,
6435,0.0,R_V3B | R_IP0,Visual2 | Language,
6436,0.0,R_V3B | R_PFop,Visual2 | Cingulo-Oper,
6437,0.0,R_V3B | R_PF,Visual2 | Cingulo-Oper,
6438,0.0,R_V3B | R_PFm,Visual2 | Frontopariet,
6439,0.0,R_V3B | R_PGi,Visual2 | Posterior-Mu,
6440,0.0,R_V3B | R_PGs,Visual2 | Posterior-Mu,
6441,0.0,R_V3B | R_V6A,Visual2 | Visual2,
6442,0.0,R_V3B | R_VMV1,Visual2 | Visual2,
6443,0.0,R_V3B | R_VMV3,Visual2 | Visual2,
6444,0.0,R_V3B | R_PHA2,Visual2 | Posterior-Mu,
6445,0.0,R_V3B | R_V4t,Visual2 | Visual2,
6446,0.0,R_V3B | R_FST,Visual2 | Visual2,
6447,0.0,R_V3B | R_V3CD,Visual2 | Visual2,
6448,0.0,R_V3B | R_LO3,Visual2 | Visual2,
6449,0.0,R_V3B | R_VMV2,Visual2 | Visual2,
6450,0.0,R_V3B | R_31pd,Visual2 | Posterior-Mu,
6451,0.0,R_V3B | R_31a,Visual2 | Posterior-Mu,
6452,0.0,R_V3B | R_VVC,Visual2 | Visual2,
6453,0.0,R_V3B | R_25,Visual2 | Posterior-Mu,
6454,0.0,R_V3B | R_s32,Visual2 | Posterior-Mu,
6455,0.0,R_V3B | R_pOFC,Visual2 | Orbito-Affec,
6456,0.0,R_V3B | R_PoI1,Visual2 | Cingulo-Oper,
6457,0.0,R_V3B | R_Ig,Visual2 | Somatomotor,
6458,0.0,R_V3B | R_FOP5,Visual2 | Cingulo-Oper,
6459,0.0,R_V3B | R_p10p,Visual2 | Frontopariet,
6460,0.0,R_V3B | R_p47r,Visual2 | Frontopariet,
6461,0.0,R_V3B | R_TGv,Visual2 | Default,
6462,0.0,R_V3B | R_MBelt,Visual2 | Auditory,
6463,0.0,R_V3B | R_LBelt,Visual2 | Auditory,
6464,0.0,R_V3B | R_A4,Visual2 | Auditory,
6465,0.00042105263157894425,R_V3B | R_STSva,Visual2 | Posterior-Mu,
6466,0.0,R_V3B | R_TE1m,Visual2 | Posterior-Mu,
6467,0.0,R_V3B | R_PI,Visual2 | Cingulo-Oper,
6468,0.0,R_V3B | R_a32pr,Visual2 | Cingulo-Oper,
6469,0.0,R_V3B | R_p24,Visual2 | Cingulo-Oper,
6470,0.0,R_V3B | L_V1,Visual2 | Visual1,
6471,0.0,R_V3B | L_MST,Visual2 | Visual2,
6472,0.0,R_V3B | L_V6,Visual2 | Visual2,
6473,0.0,R_V3B | L_V2,Visual2 | Visual2,
6474,0.0,R_V3B | L_V3,Visual2 | Visual2,
6475,0.0,R_V3B | L_V4,Visual2 | Visual2,
6476,0.0008421052631578885,R_V3B | L_V8,Visual2 | Visual2,
6477,0.0,R_V3B | L_4,Visual2 | Somatomotor,
6478,0.0,R_V3B | L_3b,Visual2 | Somatomotor,
6479,0.0,R_V3B | L_FEF,Visual2 | Cingulo-Oper,
6480,0.0,R_V3B | L_PEF,Visual2 | Cingulo-Oper,
6481,0.0,R_V3B | L_55b,Visual2 | Default,
6482,0.0,R_V3B | L_V3A,Visual2 | Visual2,
6483,0.0,R_V3B | L_RSC,Visual2 | Frontopariet,
6484,0.0,R_V3B | L_POS2,Visual2 | Frontopariet,
6485,0.0,R_V3B | L_V7,Visual2 | Visual2,
6486,0.0,R_V3B | L_IPS1,Visual2 | Visual2,
6487,0.0,R_V3B | L_FFC,Visual2 | Visual2,
6488,0.0,R_V3B | L_V3B,Visual2 | Visual2,
6489,0.0,R_V3B | L_LO1,Visual2 | Visual2,
6490,0.0,R_V3B | L_LO2,Visual2 | Visual2,
6491,0.0,R_V3B | L_PIT,Visual2 | Visual2,
6492,0.0,R_V3B | L_MT,Visual2 | Visual2,
6493,0.0,R_V3B | L_A1,Visual2 | Auditory,
6494,0.0,R_V3B | L_PSL,Visual2 | Cingulo-Oper,
6495,0.0,R_V3B | L_SFL,Visual2 | Default,
6496,0.0,R_V3B | L_PCV,Visual2 | Dorsal-atten,
6497,0.0,R_V3B | L_STV,Visual2 | Dorsal-atten,
6498,0.0,R_V3B | L_7Pm,Visual2 | Frontopariet,
6499,0.0,R_V3B | L_7m,Visual2 | Posterior-Mu,
6500,0.0,R_V3B | L_POS1,Visual2 | Posterior-Mu,
6501,0.0,R_V3B | L_23d,Visual2 | Posterior-Mu,
6502,0.0,R_V3B | L_v23ab,Visual2 | Posterior-Mu,
6503,0.0,R_V3B | L_d23ab,Visual2 | Posterior-Mu,
6504,-0.0012631578947368328,R_V3B | L_31pv,Visual2 | Posterior-Mu,
6505,0.0,R_V3B | L_5m,Visual2 | Somatomotor,
6506,0.0,R_V3B | L_5mv,Visual2 | Cingulo-Oper,
6507,0.0,R_V3B | L_23c,Visual2 | Cingulo-Oper,
6508,0.0,R_V3B | L_5L,Visual2 | Somatomotor,
6509,0.0,R_V3B | L_24dd,Visual2 | Somatomotor,
6510,0.0,R_V3B | L_24dv,Visual2 | Somatomotor,
6511,0.0,R_V3B | L_7AL,Visual2 | Somatomotor,
6512,0.0,R_V3B | L_SCEF,Visual2 | Cingulo-Oper,
6513,0.0,R_V3B | L_6ma,Visual2 | Cingulo-Oper,
6514,0.0,R_V3B | L_7Am,Visual2 | Cingulo-Oper,
6515,0.0,R_V3B | L_7PL,Visual2 | Language,
6516,0.0,R_V3B | L_7PC,Visual2 | Somatomotor,
6517,0.0,R_V3B | L_LIPv,Visual2 | Visual2,
6518,0.0,R_V3B | L_VIP,Visual2 | Visual2,
6519,0.0,R_V3B | L_MIP,Visual2 | Language,
6520,0.0,R_V3B | L_1,Visual2 | Somatomotor,
6521,0.0,R_V3B | L_2,Visual2 | Somatomotor,
6522,0.0,R_V3B | L_3a,Visual2 | Somatomotor,
6523,0.0,R_V3B | L_6d,Visual2 | Somatomotor,
6524,0.0,R_V3B | L_6mp,Visual2 | Somatomotor,
6525,0.0,R_V3B | L_6v,Visual2 | Somatomotor,
6526,0.0,R_V3B | L_p24pr,Visual2 | Cingulo-Oper,
6527,0.0,R_V3B | L_33pr,Visual2 | Frontopariet,
6528,0.0,R_V3B | L_a24pr,Visual2 | Cingulo-Oper,
6529,0.0,R_V3B | L_p32pr,Visual2 | Cingulo-Oper,
6530,0.0,R_V3B | L_a24,Visual2 | Posterior-Mu,
6531,0.0,R_V3B | L_d32,Visual2 | Frontopariet,
